trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,shape_dist_traveled
37149525_398021,21:30:00,21:30:00,1474640,0,,0,
37149525_398021,21:35:00,21:35:00,1474963,1,,0,
37149525_398021,21:37:00,21:38:00,1474964,2,,0,
37149525_398021,21:51:00,21:51:00,1474965,3,,0,
37149525_398021,22:06:00,22:07:00,1474843,4,,0,
37149525_398021,22:12:00,22:12:00,1474962,5,,0,
37149525_398021,22:16:00,22:17:00,1474961,6,,0,
37149525_398021,22:19:00,22:20:00,1474960,7,,0,
37149525_398021,22:22:00,22:23:00,1474959,8,,0,
37149525_398021,22:27:00,22:27:00,1474948,9,,1,
37149532_398028,01:50:00,01:50:00,1474948,0,,0,
37149532_398028,02:04:00,02:05:00,1609726,1,,0,
37149532_398028,02:20:00,02:21:00,1474949,2,,0,
37149532_398028,02:40:00,02:40:00,1474640,3,,1,
37149533_398029,01:55:00,01:55:00,1475015,0,,0,
37149533_398029,02:09:00,02:10:00,1474843,1,,0,
37149533_398029,02:25:00,02:26:00,1474949,2,,0,
37149533_398029,02:45:00,02:45:00,1474679,3,,1,
37149534_398030,05:35:00,05:35:00,1474947,0,,0,
37149534_398030,05:53:00,05:54:00,1474949,1,,0,
37149534_398030,06:09:00,06:10:00,1474950,2,,0,
37149534_398030,06:12:00,06:12:00,1474793,3,,0,
37149534_398030,06:18:00,06:18:00,1474861,4,,1,
37149535_398031,05:35:00,05:35:00,1474843,0,,0,
37149535_398031,05:53:00,05:54:00,1474949,1,,0,
37149535_398031,06:09:00,06:10:00,1474950,2,,0,
37149535_398031,06:12:00,06:12:00,1474793,3,,0,
37149535_398031,06:18:00,06:18:00,1474679,4,,1,
37149536_398032,05:35:00,05:35:00,1474843,0,,0,
37149536_398032,05:53:00,05:54:00,1474949,1,,0,
37149536_398032,06:09:00,06:10:00,1474950,2,,0,
37149536_398032,06:12:00,06:12:00,1474793,3,,0,
37149536_398032,06:18:00,06:18:00,1474640,4,,1,
37149537_398033,08:10:00,08:10:00,1475133,0,,0,
37149537_398033,08:12:00,08:12:00,1475134,1,,0,
37149537_398033,08:18:00,08:18:00,1475135,2,,0,
37149537_398033,08:26:00,08:26:00,1475136,3,,0,
37149537_398033,08:33:00,08:33:00,1475137,4,,0,
37149537_398033,08:40:00,08:41:00,1474945,5,,0,
37149537_398033,08:53:00,08:54:00,1474946,6,,0,
37149537_398033,09:05:00,09:06:00,1609726,7,,0,
37149537_398033,09:21:00,09:21:00,1474949,8,,0,
37149537_398033,09:34:00,09:35:00,1474950,9,,0,
37149537_398033,09:37:00,09:37:00,1474793,10,,0,
37149537_398033,09:43:00,09:43:00,1474640,11,,1,
37149538_398034,08:10:00,08:10:00,1609725,0,,0,
37149538_398034,08:12:00,08:12:00,1609793,1,,0,
37149538_398034,08:18:00,08:18:00,1609795,2,,0,
37149538_398034,08:26:00,08:26:00,1474988,3,,0,
37149538_398034,08:33:00,08:33:00,1609789,4,,0,
37149538_398034,08:40:00,08:41:00,1474945,5,,0,
37149538_398034,08:53:00,08:54:00,1475062,6,,0,
37149538_398034,09:05:00,09:06:00,1474843,7,,0,
37149538_398034,09:21:00,09:21:00,1474949,8,,0,
37149538_398034,09:34:00,09:35:00,1474950,9,,0,
37149538_398034,09:37:00,09:37:00,1474793,10,,0,
37149538_398034,09:43:00,09:43:00,1474679,11,,1,
37149539_398035,08:10:00,08:10:00,1475133,0,,0,
37149539_398035,08:12:00,08:12:00,1475134,1,,0,
37149539_398035,08:18:00,08:18:00,1475135,2,,0,
37149539_398035,08:26:00,08:26:00,1475136,3,,0,
37149539_398035,08:33:00,08:33:00,1475137,4,,0,
37149539_398035,08:40:00,08:41:00,1474945,5,,0,
37149539_398035,08:53:00,08:54:00,1474946,6,,0,
37149539_398035,09:05:00,09:06:00,1474843,7,,0,
37149539_398035,09:21:00,09:21:00,1474949,8,,0,
37149539_398035,09:34:00,09:35:00,1474950,9,,0,
37149539_398035,09:37:00,09:37:00,1474793,10,,0,
37149539_398035,09:43:00,09:43:00,1474738,11,,1,
37149540_398036,09:48:00,09:48:00,1474947,0,,0,
37149540_398036,10:06:00,10:07:00,1474949,1,,0,
37149540_398036,10:22:00,10:23:00,1474950,2,,0,
37149540_398036,10:25:00,10:25:00,1474793,3,,0,
37149540_398036,10:31:00,10:31:00,1474640,4,,1,
37149542_398038,09:48:00,09:48:00,1474843,0,,0,
37149542_398038,10:06:00,10:07:00,1474949,1,,0,
37149542_398038,10:22:00,10:23:00,1474950,2,,0,
37149542_398038,10:25:00,10:25:00,1474793,3,,0,
37149542_398038,10:31:00,10:31:00,1474679,4,,1,
37149543_398039,09:48:00,09:48:00,1474843,0,,0,
37149543_398039,10:06:00,10:07:00,1474949,1,,0,
37149543_398039,10:22:00,10:23:00,1474950,2,,0,
37149543_398039,10:25:00,10:25:00,1474793,3,,0,
37149543_398039,10:31:00,10:31:00,1474640,4,,1,
37149544_398040,10:06:00,10:06:00,1475133,0,,0,
37149544_398040,10:08:00,10:09:00,1475134,1,,0,
37149544_398040,10:14:00,10:15:00,1475135,2,,0,
37149544_398040,10:23:00,10:26:00,1475136,3,,0,
37149544_398040,10:32:00,10:33:00,1475137,4,,0,
37149544_398040,10:39:00,10:40:00,1474945,5,,0,
37149544_398040,10:53:00,10:54:00,1474946,6,,0,
37149544_398040,11:04:00,11:07:00,1609726,7,,0,
37149544_398040,11:22:00,11:22:00,1474949,8,,0,
37149544_398040,11:35:00,11:36:00,1474950,9,,0,
37149544_398040,11:39:00,11:39:00,1474793,10,,0,
37149544_398040,11:45:00,11:45:00,1474640,11,,1,
37149545_398041,10:06:00,10:06:00,1609725,0,,0,
37149545_398041,10:08:00,10:08:00,1609793,1,,0,
37149545_398041,10:14:00,10:14:00,1609795,2,,0,
37149545_398041,10:21:00,10:28:00,1474988,3,,0,
37149545_398041,10:34:00,10:35:00,1609789,4,,0,
37149545_398041,10:41:00,10:42:00,1474945,5,,0,
37149545_398041,10:55:00,10:55:00,1475062,6,,0,
37149545_398041,11:06:00,11:07:00,1474843,7,,0,
37149545_398041,11:22:00,11:22:00,1474949,8,,0,
37149545_398041,11:35:00,11:37:00,1474950,9,,0,
37149545_398041,11:40:00,11:40:00,1474793,10,,0,
37149545_398041,11:46:00,11:46:00,1474679,11,,1,
37149546_398042,10:12:00,10:12:00,1475133,0,,0,
37149546_398042,10:14:00,10:14:00,1475134,1,,0,
37149546_398042,10:20:00,10:20:00,1475135,2,,0,
37149546_398042,10:27:00,10:28:00,1475136,3,,0,
37149546_398042,10:34:00,10:35:00,1475137,4,,0,
37149546_398042,10:41:00,10:42:00,1474945,5,,0,
37149546_398042,10:55:00,10:55:00,1474946,6,,0,
37149546_398042,11:06:00,11:07:00,1474843,7,,0,
37149546_398042,11:22:00,11:22:00,1474949,8,,0,
37149546_398042,11:35:00,11:36:00,1474950,9,,0,
37149546_398042,11:39:00,11:39:00,1474793,10,,0,
37149546_398042,11:45:00,11:45:00,1474738,11,,1,
37149547_398043,12:19:00,12:19:00,1475133,0,,0,
37149547_398043,12:21:00,12:21:00,1475134,1,,0,
37149547_398043,12:27:00,12:27:00,1475135,2,,0,
37149547_398043,12:34:00,12:35:00,1475136,3,,0,
37149547_398043,12:42:00,12:42:00,1475137,4,,0,
37149547_398043,12:49:00,12:50:00,1474945,5,,0,
37149547_398043,13:02:00,13:03:00,1474946,6,,0,
37149547_398043,13:14:00,13:15:00,1609726,7,,0,
37149547_398043,13:30:00,13:30:00,1474949,8,,0,
37149547_398043,13:43:00,13:44:00,1474950,9,,0,
37149547_398043,13:46:00,13:47:00,1474793,10,,0,
37149547_398043,13:53:00,13:53:00,1474640,11,,1,
37149548_398044,12:19:00,12:19:00,1475133,0,,0,
37149548_398044,12:21:00,12:21:00,1475134,1,,0,
37149548_398044,12:27:00,12:27:00,1475135,2,,0,
37149548_398044,12:34:00,12:35:00,1475136,3,,0,
37149548_398044,12:42:00,12:42:00,1475137,4,,0,
37149548_398044,12:49:00,12:50:00,1474945,5,,0,
37149548_398044,13:02:00,13:03:00,1474946,6,,0,
37149548_398044,13:14:00,13:15:00,1609726,7,,0,
37149548_398044,13:30:00,13:30:00,1474949,8,,0,
37149548_398044,13:43:00,13:44:00,1474950,9,,0,
37149548_398044,13:46:00,13:47:00,1474793,10,,0,
37149548_398044,13:53:00,13:53:00,1474640,11,,1,
37149549_398045,12:19:00,12:19:00,1609725,0,,0,
37149549_398045,12:21:00,12:21:00,1609793,1,,0,
37149549_398045,12:27:00,12:27:00,1609795,2,,0,
37149549_398045,12:34:00,12:35:00,1474988,3,,0,
37149549_398045,12:42:00,12:42:00,1609789,4,,0,
37149549_398045,12:49:00,12:50:00,1474945,5,,0,
37149549_398045,13:02:00,13:03:00,1475062,6,,0,
37149549_398045,13:14:00,13:15:00,1474843,7,,0,
37149549_398045,13:30:00,13:30:00,1474949,8,,0,
37149549_398045,13:43:00,13:44:00,1474950,9,,0,
37149549_398045,13:46:00,13:47:00,1474793,10,,0,
37149549_398045,13:53:00,13:53:00,1474679,11,,1,
37149550_398046,12:19:00,12:19:00,1609725,0,,0,
37149550_398046,12:21:00,12:21:00,1609793,1,,0,
37149550_398046,12:27:00,12:27:00,1609795,2,,0,
37149550_398046,12:34:00,12:35:00,1474988,3,,0,
37149550_398046,12:42:00,12:42:00,1609789,4,,0,
37149550_398046,12:49:00,12:50:00,1474945,5,,0,
37149550_398046,13:02:00,13:03:00,1475062,6,,0,
37149550_398046,13:14:00,13:15:00,1474843,7,,0,
37149550_398046,13:30:00,13:30:00,1474949,8,,0,
37149550_398046,13:43:00,13:44:00,1474950,9,,0,
37149550_398046,13:46:00,13:47:00,1474793,10,,0,
37149550_398046,13:53:00,13:53:00,1474679,11,,1,
37149551_398047,12:19:00,12:19:00,1475133,0,,0,
37149551_398047,12:21:00,12:21:00,1475134,1,,0,
37149551_398047,12:27:00,12:27:00,1475135,2,,0,
37149551_398047,12:34:00,12:35:00,1475136,3,,0,
37149551_398047,12:42:00,12:42:00,1475137,4,,0,
37149551_398047,12:49:00,12:50:00,1474945,5,,0,
37149551_398047,13:02:00,13:03:00,1474946,6,,0,
37149551_398047,13:14:00,13:15:00,1474843,7,,0,
37149551_398047,13:30:00,13:30:00,1474949,8,,0,
37149551_398047,13:43:00,13:44:00,1474950,9,,0,
37149551_398047,13:46:00,13:47:00,1474793,10,,0,
37149551_398047,13:53:00,13:53:00,1474738,11,,1,
37149552_398048,12:19:00,12:19:00,1475133,0,,0,
37149552_398048,12:21:00,12:21:00,1475134,1,,0,
37149552_398048,12:27:00,12:27:00,1475135,2,,0,
37149552_398048,12:34:00,12:35:00,1475136,3,,0,
37149552_398048,12:42:00,12:42:00,1475137,4,,0,
37149552_398048,12:49:00,12:50:00,1474945,5,,0,
37149552_398048,13:02:00,13:03:00,1474946,6,,0,
37149552_398048,13:14:00,13:15:00,1474843,7,,0,
37149552_398048,13:30:00,13:30:00,1474949,8,,0,
37149552_398048,13:43:00,13:44:00,1474950,9,,0,
37149552_398048,13:46:00,13:47:00,1474793,10,,0,
37149552_398048,13:53:00,13:53:00,1474738,11,,1,
37149553_398049,14:25:00,14:25:00,1474947,0,,0,
37149553_398049,14:40:00,14:40:00,1474949,1,,0,
37149553_398049,14:53:00,14:54:00,1474950,2,,0,
37149553_398049,14:57:00,14:58:00,1474793,3,,0,
37149553_398049,15:03:00,15:03:00,1536277,4,,1,
37149554_398050,14:26:00,14:26:00,1474843,0,,0,
37149554_398050,14:41:00,14:41:00,1474949,1,,0,
37149554_398050,14:54:00,14:55:00,1474950,2,,0,
37149554_398050,14:57:00,14:58:00,1474793,3,,0,
37149554_398050,15:03:00,15:03:00,1474679,4,,1,
37149555_398051,14:26:00,14:26:00,1474843,0,,0,
37149555_398051,14:41:00,14:41:00,1474949,1,,0,
37149555_398051,14:54:00,14:55:00,1474950,2,,0,
37149555_398051,14:58:00,14:58:00,1474793,3,,0,
37149555_398051,15:04:00,15:04:00,1474738,4,,1,
37149556_398052,19:08:00,19:08:00,1474979,0,,0,
37149556_398052,19:20:00,19:20:00,1475138,1,,0,
37149556_398052,19:25:00,19:25:00,1475139,2,,0,
37149556_398052,19:35:00,19:44:00,1475136,3,,0,
37149556_398052,19:48:00,19:48:00,1475140,4,,0,
37149556_398052,19:53:00,19:53:00,1475137,5,,0,
37149556_398052,20:01:00,20:02:00,1474945,6,,0,
37149556_398052,20:07:00,20:08:00,1475141,7,,0,
37149556_398052,20:12:00,20:13:00,1475142,8,,0,
37149556_398052,20:16:00,20:17:00,1475143,9,,0,
37149556_398052,20:21:00,20:22:00,1474946,10,,0,
37149556_398052,20:28:00,20:28:00,1474845,11,,0,
37149556_398052,20:35:00,20:39:00,1609726,12,,0,
37149556_398052,20:54:00,20:55:00,1474949,13,,0,
37149556_398052,21:08:00,21:09:00,1474950,14,,0,
37149556_398052,21:11:00,21:11:00,1474793,15,,0,
37149556_398052,21:17:00,21:17:00,1474640,16,,1,
37149557_398053,19:07:00,19:07:00,1474979,0,,0,
37149557_398053,19:19:00,19:19:00,1475138,1,,0,
37149557_398053,19:24:00,19:24:00,1475139,2,,0,
37149557_398053,19:34:00,19:44:00,1474988,3,,0,
37149557_398053,19:48:00,19:48:00,1609788,4,,0,
37149557_398053,19:53:00,19:53:00,1609789,5,,0,
37149557_398053,20:01:00,20:02:00,1474945,6,,0,
37149557_398053,20:07:00,20:08:00,1609790,7,,0,
37149557_398053,20:12:00,20:13:00,1609791,8,,0,
37149557_398053,20:16:00,20:17:00,1609792,9,,0,
37149557_398053,20:21:00,20:22:00,1475062,10,,0,
37149557_398053,20:28:00,20:28:00,1475050,11,,0,
37149557_398053,20:35:00,20:39:00,1474843,12,,0,
37149557_398053,20:54:00,20:55:00,1474949,13,,0,
37149557_398053,21:08:00,21:09:00,1474950,14,,0,
37149557_398053,21:11:00,21:12:00,1474793,15,,0,
37149557_398053,21:18:00,21:18:00,1474679,16,,1,
37149558_398054,19:08:00,19:08:00,1474979,0,,0,
37149558_398054,19:20:00,19:20:00,1475138,1,,0,
37149558_398054,19:25:00,19:25:00,1475139,2,,0,
37149558_398054,19:35:00,19:44:00,1475136,3,,0,
37149558_398054,19:48:00,19:48:00,1475140,4,,0,
37149558_398054,19:53:00,19:53:00,1475137,5,,0,
37149558_398054,20:01:00,20:02:00,1474945,6,,0,
37149558_398054,20:07:00,20:08:00,1475141,7,,0,
37149558_398054,20:12:00,20:13:00,1475142,8,,0,
37149558_398054,20:16:00,20:17:00,1475143,9,,0,
37149558_398054,20:21:00,20:22:00,1474946,10,,0,
37149558_398054,20:28:00,20:28:00,1474838,11,,0,
37149558_398054,20:35:00,20:39:00,1474843,12,,0,
37149558_398054,20:54:00,20:55:00,1474949,13,,0,
37149558_398054,21:08:00,21:09:00,1474950,14,,0,
37149558_398054,21:11:00,21:12:00,1474793,15,,0,
37149558_398054,21:18:00,21:18:00,1474640,16,,1,
37149559_398055,20:27:00,20:27:00,1475133,0,,0,
37149559_398055,20:29:00,20:29:00,1475134,1,,0,
37149559_398055,20:35:00,20:35:00,1475135,2,,0,
37149559_398055,20:43:00,20:43:00,1475136,3,,0,
37149559_398055,20:50:00,20:50:00,1475137,4,,0,
37149559_398055,20:57:00,20:58:00,1474945,5,,0,
37149559_398055,21:10:00,21:11:00,1474946,6,,0,
37149559_398055,21:22:00,21:25:00,1609726,7,,0,
37149559_398055,21:40:00,21:40:00,1474949,8,,0,
37149559_398055,21:53:00,21:54:00,1474950,9,,0,
37149559_398055,21:56:00,21:56:00,1474793,10,,0,
37149559_398055,22:02:00,22:02:00,1474640,11,,1,
37149560_398056,20:27:00,20:27:00,1475133,0,,0,
37149560_398056,20:29:00,20:29:00,1475134,1,,0,
37149560_398056,20:35:00,20:35:00,1475135,2,,0,
37149560_398056,20:43:00,20:43:00,1475136,3,,0,
37149560_398056,20:50:00,20:50:00,1475137,4,,0,
37149560_398056,20:57:00,20:58:00,1474945,5,,0,
37149560_398056,21:10:00,21:11:00,1474946,6,,0,
37149560_398056,21:22:00,21:25:00,1609726,7,,0,
37149560_398056,21:40:00,21:40:00,1474949,8,,0,
37149560_398056,21:53:00,21:54:00,1474950,9,,0,
37149560_398056,21:56:00,21:56:00,1474793,10,,0,
37149560_398056,22:02:00,22:02:00,1474640,11,,1,
37149561_398057,20:32:00,20:32:00,1609725,0,,0,
37149561_398057,20:34:00,20:34:00,1609793,1,,0,
37149561_398057,20:40:00,20:40:00,1609795,2,,0,
37149561_398057,20:48:00,20:48:00,1474988,3,,0,
37149561_398057,20:55:00,20:55:00,1609789,4,,0,
37149561_398057,21:02:00,21:03:00,1474945,5,,0,
37149561_398057,21:15:00,21:15:00,1475062,6,,0,
37149561_398057,21:26:00,21:27:00,1474843,7,,0,
37149561_398057,21:42:00,21:42:00,1474949,8,,0,
37149561_398057,21:56:00,21:56:00,1474950,9,,0,
37149561_398057,21:58:00,21:59:00,1474793,10,,0,
37149561_398057,22:04:00,22:04:00,1474679,11,,1,
37149562_398058,20:32:00,20:32:00,1609725,0,,0,
37149562_398058,20:34:00,20:34:00,1609793,1,,0,
37149562_398058,20:40:00,20:40:00,1609795,2,,0,
37149562_398058,20:48:00,20:48:00,1474988,3,,0,
37149562_398058,20:55:00,20:55:00,1609789,4,,0,
37149562_398058,21:02:00,21:03:00,1474945,5,,0,
37149562_398058,21:15:00,21:15:00,1475062,6,,0,
37149562_398058,21:26:00,21:27:00,1474843,7,,0,
37149562_398058,21:42:00,21:42:00,1474949,8,,0,
37149562_398058,21:56:00,21:56:00,1474950,9,,0,
37149562_398058,21:58:00,21:59:00,1474793,10,,0,
37149562_398058,22:04:00,22:04:00,1474679,11,,1,
37149563_398059,20:26:00,20:26:00,1475133,0,,0,
37149563_398059,20:28:00,20:28:00,1475134,1,,0,
37149563_398059,20:34:00,20:34:00,1475135,2,,0,
37149563_398059,20:42:00,20:42:00,1475136,3,,0,
37149563_398059,20:49:00,20:49:00,1475137,4,,0,
37149563_398059,20:56:00,20:57:00,1474945,5,,0,
37149563_398059,21:09:00,21:10:00,1474946,6,,0,
37149563_398059,21:21:00,21:22:00,1474843,7,,0,
37149563_398059,21:37:00,21:37:00,1474949,8,,0,
37149563_398059,21:50:00,21:51:00,1474950,9,,0,
37149563_398059,21:53:00,21:53:00,1474793,10,,0,
37149563_398059,21:59:00,21:59:00,1474640,11,,1,
37149564_398060,20:26:00,20:26:00,1475133,0,,0,
37149564_398060,20:28:00,20:28:00,1475134,1,,0,
37149564_398060,20:34:00,20:34:00,1475135,2,,0,
37149564_398060,20:42:00,20:42:00,1475136,3,,0,
37149564_398060,20:49:00,20:49:00,1475137,4,,0,
37149564_398060,20:56:00,20:57:00,1474945,5,,0,
37149564_398060,21:09:00,21:10:00,1474946,6,,0,
37149564_398060,21:21:00,21:22:00,1474843,7,,0,
37149564_398060,21:37:00,21:37:00,1474949,8,,0,
37149564_398060,21:50:00,21:51:00,1474950,9,,0,
37149564_398060,21:53:00,21:53:00,1474793,10,,0,
37149564_398060,21:59:00,21:59:00,1474640,11,,1,
37149565_398061,22:30:00,22:30:00,1474945,0,,0,
37149565_398061,22:44:00,22:44:00,1474946,1,,0,
37149565_398061,22:55:00,22:55:00,1474947,2,,1,
37149566_398062,22:30:00,22:30:00,1475112,0,,0,
37149566_398062,22:44:00,22:44:00,1475062,1,,0,
37149566_398062,22:55:00,22:55:00,1474843,2,,1,
37149567_398063,22:30:00,22:30:00,1475112,0,,0,
37149567_398063,22:44:00,22:44:00,1474946,1,,0,
37149567_398063,22:55:00,22:55:00,1474843,2,,1,
37149568_398064,19:09:00,19:09:00,1474737,0,,0,
37149568_398064,19:13:00,19:14:00,1474982,1,,0,
37149568_398064,19:16:00,19:17:00,1474736,2,,0,
37149568_398064,19:20:00,19:20:00,1474735,3,,0,
37149568_398064,19:23:00,19:24:00,1474734,4,,0,
37149568_398064,19:26:00,19:27:00,1474733,5,,0,
37149568_398064,19:30:00,19:30:00,1474732,6,,0,
37149568_398064,19:33:00,19:33:00,1474731,7,,0,
37149568_398064,19:36:00,19:36:00,1474730,8,,0,
37149568_398064,19:40:00,19:41:00,1474729,9,,0,
37149568_398064,19:45:00,19:48:00,1474728,10,,0,
37149568_398064,19:50:00,19:50:00,1474727,11,,0,
37149568_398064,19:53:00,19:54:00,1474726,12,,0,
37149568_398064,19:58:00,19:58:00,1474679,13,,1,
37149569_398065,10:15:00,10:15:00,1474735,0,,0,
37149569_398065,10:22:00,10:22:00,1474736,1,,1,
37149570_398066,22:50:00,22:50:00,1474679,0,,0,
37149570_398066,22:55:00,22:56:00,1609749,1,,0,
37149570_398066,22:58:00,22:58:00,1609748,2,,0,
37149570_398066,23:02:00,23:03:00,1475193,3,,0,
37149570_398066,23:07:00,23:08:00,1475194,4,,0,
37149570_398066,23:11:00,23:12:00,1475195,5,,0,
37149570_398066,23:16:00,23:16:00,1475196,6,,0,
37149570_398066,23:20:00,23:21:00,1474641,7,,0,
37149570_398066,23:25:00,23:26:00,1474853,8,,0,
37149570_398066,23:30:00,23:31:00,1474852,9,,0,
37149570_398066,23:35:00,23:36:00,1474642,10,,0,
37149570_398066,23:42:00,23:42:00,1474851,11,,0,
37149570_398066,23:46:00,23:47:00,1474643,12,,0,
37149570_398066,23:54:00,23:54:00,1475207,13,,0,
37149570_398066,23:56:00,23:56:00,1474644,14,,0,
37149570_398066,24:01:00,24:02:00,1475208,15,,0,
37149570_398066,24:05:00,24:05:00,1474991,16,,0,
37149570_398066,24:08:00,24:08:00,1474747,17,,1,
37149571_398067,09:58:00,09:58:00,1474736,0,,0,
37149571_398067,10:05:00,10:05:00,1474735,1,,1,
37149572_398068,06:06:00,06:06:00,1474737,0,,0,
37149572_398068,06:45:00,06:46:00,1474731,1,,0,
37149572_398068,06:49:00,06:49:00,1474730,2,,1,
37149573_398069,20:36:00,20:36:00,1474735,0,,0,
37149573_398069,20:43:00,20:43:00,1474736,1,,1,
37149574_398070,22:15:00,22:15:00,1474640,0,,0,
37149574_398070,22:20:00,22:20:00,1474963,1,,0,
37149574_398070,22:22:00,22:23:00,1474964,2,,0,
37149574_398070,22:39:00,22:40:00,1474965,3,,0,
37149574_398070,22:58:00,22:58:00,1474843,4,,1,
37149575_398071,07:13:00,07:13:00,1474737,0,,0,
37149575_398071,07:52:00,07:53:00,1474731,1,,0,
37149575_398071,07:56:00,07:56:00,1474730,2,,1,
37149576_398072,08:21:00,08:21:00,1474737,0,,0,
37149576_398072,09:00:00,09:01:00,1474731,1,,0,
37149576_398072,09:04:00,09:04:00,1474730,2,,1,
37149577_398073,14:13:00,14:13:00,1474731,0,,0,
37149577_398073,14:49:00,14:49:00,1474737,1,,1,
37149578_398074,15:21:00,15:21:00,1474731,0,,0,
37149578_398074,15:57:00,15:57:00,1474737,1,,1,
37149579_398075,17:40:00,17:40:00,1474861,0,,0,
37149579_398075,17:44:00,17:45:00,1474903,1,,0,
37149579_398075,17:48:00,17:49:00,2333164,2,,0,
37149579_398075,17:52:00,17:52:00,2333165,3,,0,
37149579_398075,17:57:00,17:57:00,2333166,4,,0,
37149579_398075,18:01:00,18:01:00,2333167,5,,0,
37149579_398075,18:04:00,18:05:00,2333168,6,,0,
37149579_398075,18:09:00,18:09:00,2333169,7,,0,
37149579_398075,18:15:00,18:15:00,2333170,8,,1,
37149580_398076,20:37:00,20:37:00,1474735,0,,0,
37149580_398076,20:44:00,20:44:00,1474736,1,,1,
37149581_398077,16:28:00,16:28:00,1474731,0,,0,
37149581_398077,17:04:00,17:04:00,1474737,1,,1,
37149582_398078,06:53:00,06:53:00,1474731,0,,0,
37149582_398078,06:57:00,06:57:00,1474732,1,,0,
37149582_398078,07:02:00,07:02:00,1474733,2,,0,
37149582_398078,07:05:00,07:05:00,1474734,3,,0,
37149582_398078,07:09:00,07:09:00,1474735,4,,0,
37149582_398078,07:22:00,07:22:00,1474982,5,,0,
37149582_398078,07:34:00,07:34:00,1474737,6,,1,
37149583_398079,23:42:00,23:42:00,1474737,0,,0,
37149583_398079,24:21:00,24:26:00,1474706,1,,0,
37149583_398079,24:28:00,24:29:00,1474705,2,,0,
37149583_398079,24:32:00,24:33:00,1475214,3,,0,
37149583_398079,24:37:00,24:37:00,1474703,4,,0,
37149583_398079,24:41:00,24:42:00,1475181,5,,0,
37149583_398079,24:47:00,24:47:00,1474651,6,,1,
37149584_398080,04:02:00,04:02:00,1474735,0,,0,
37149584_398080,04:09:00,04:09:00,1474736,1,,1,
37149585_398081,05:30:00,05:30:00,1474735,0,,0,
37149585_398081,05:37:00,05:37:00,1474736,1,,1,
37149586_398082,06:34:00,06:34:00,1474735,0,,0,
37149586_398082,06:41:00,06:41:00,1474736,1,,1,
37149587_398083,06:35:00,06:35:00,1474687,0,,0,
37149587_398083,06:36:00,06:37:00,1474686,1,,0,
37149587_398083,06:43:00,06:46:00,1474685,2,,0,
37149587_398083,07:06:00,07:07:00,1474688,3,,0,
37149587_398083,07:09:00,07:10:00,1474689,4,,0,
37149587_398083,07:19:00,07:26:00,1474714,5,,0,
37149587_398083,07:30:00,07:31:00,1474796,6,,0,
37149587_398083,07:40:00,07:41:00,1475146,7,,0,
37149587_398083,07:47:00,07:48:00,1474818,8,,0,
37149587_398083,07:55:00,07:55:00,1474900,9,,0,
37149587_398083,08:00:00,08:01:00,1474819,10,,0,
37149587_398083,08:08:00,08:08:00,1474651,11,,1,
37149588_398084,06:35:00,06:35:00,1474687,0,,0,
37149588_398084,06:36:00,06:37:00,1474686,1,,0,
37149588_398084,06:43:00,06:46:00,1474685,2,,0,
37149588_398084,07:06:00,07:07:00,1474688,3,,0,
37149588_398084,07:09:00,07:10:00,1474689,4,,0,
37149588_398084,07:19:00,07:26:00,1474714,5,,0,
37149588_398084,07:30:00,07:31:00,1474796,6,,0,
37149588_398084,07:40:00,07:41:00,1475146,7,,0,
37149588_398084,07:47:00,07:48:00,1474818,8,,0,
37149588_398084,07:55:00,07:55:00,1474900,9,,0,
37149588_398084,08:00:00,08:01:00,1474819,10,,0,
37149588_398084,08:08:00,08:08:00,1474651,11,,1,
37149590_398086,06:35:00,06:35:00,1474687,0,,0,
37149590_398086,06:36:00,06:37:00,1474686,1,,0,
37149590_398086,06:43:00,06:46:00,1474685,2,,0,
37149590_398086,07:06:00,07:07:00,1474688,3,,0,
37149590_398086,07:09:00,07:10:00,1474689,4,,0,
37149590_398086,07:19:00,07:26:00,1474714,5,,0,
37149590_398086,07:30:00,07:31:00,1474796,6,,0,
37149590_398086,07:40:00,07:41:00,1475146,7,,0,
37149590_398086,07:47:00,07:48:00,1474818,8,,0,
37149590_398086,07:55:00,07:55:00,1474900,9,,0,
37149590_398086,08:00:00,08:01:00,1474819,10,,0,
37149590_398086,08:08:00,08:08:00,1474679,11,,1,
37149591_398087,06:35:00,06:35:00,1474687,0,,0,
37149591_398087,06:36:00,06:37:00,1474686,1,,0,
37149591_398087,06:43:00,06:46:00,1474685,2,,0,
37149591_398087,07:06:00,07:07:00,1474688,3,,0,
37149591_398087,07:09:00,07:10:00,1474689,4,,0,
37149591_398087,07:19:00,07:26:00,1474714,5,,0,
37149591_398087,07:30:00,07:31:00,1474796,6,,0,
37149591_398087,07:40:00,07:41:00,1475146,7,,0,
37149591_398087,07:47:00,07:48:00,1474818,8,,0,
37149591_398087,07:55:00,07:55:00,1474900,9,,0,
37149591_398087,08:00:00,08:01:00,1474819,10,,0,
37149591_398087,08:08:00,08:08:00,1474679,11,,1,
37149592_398088,06:35:00,06:35:00,1474687,0,,0,
37149592_398088,06:36:00,06:37:00,1474686,1,,0,
37149592_398088,06:43:00,06:46:00,1474685,2,,0,
37149592_398088,07:06:00,07:07:00,1474688,3,,0,
37149592_398088,07:09:00,07:10:00,1474689,4,,0,
