service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
1447_398597,1,1,1,1,1,1,1,20260225,20260307
1448_398598,1,1,1,1,1,1,1,20260308,20260613
1449_398599,1,1,1,1,1,1,1,20260614,20261212
1450_398600,1,1,1,1,1,1,1,20260225,20260307
1451_398601,1,1,1,1,1,1,1,20260308,20260613
1452_398602,1,1,1,1,1,1,1,20260614,20261212
1453_398603,1,1,1,1,1,1,1,20260225,20260307
145_397161,1,1,1,1,1,1,1,20260614,20261212
1454_398604,1,1,1,1,1,1,1,20260308,20260613
1455_398605,1,1,1,1,1,1,1,20260614,20261212
1456_398606,1,1,1,1,1,0,0,20260225,20260306
1457_398607,1,1,1,1,1,0,0,20260309,20260612
1458_398608,1,1,1,1,1,0,0,20260615,20261211
1459_398609,0,0,0,0,0,1,1,20260225,20260613
1460_398610,0,0,0,0,0,1,1,20260614,20261212
1461_398611,0,0,0,0,0,1,1,20260225,20260307
1462_398612,0,0,0,0,0,1,1,20260308,20260613
1463_398613,0,0,0,0,0,1,1,20260614,20261212
146_397162,1,1,1,1,1,1,1,20260225,20260307
1464_398614,1,1,1,1,1,0,0,20260225,20260612
1465_398615,1,1,1,1,1,0,0,20260615,20261211
1466_398616,1,1,1,1,1,1,1,20260225,20260307
1467_398617,1,1,1,1,1,1,1,20260308,20260613
1468_398618,1,1,1,1,1,1,1,20260225,20260613
1469_398619,1,1,1,1,1,1,1,20260614,20261212
1470_398620,1,1,1,1,1,1,1,20260225,20260307
1471_398621,1,1,1,1,1,1,1,20260308,20260613
1472_398622,1,1,1,1,1,1,1,20260614,20261212
1473_398623,1,1,1,1,1,0,0,20260225,20260612
147_397165,1,1,1,1,1,1,1,20260308,20260613
1474_398624,1,1,1,1,1,0,0,20260615,20261211
1475_398625,1,1,1,1,1,0,0,20260225,20260306
1476_398626,1,1,1,1,1,0,0,20260309,20260612
1477_398627,1,1,1,1,1,0,0,20260615,20261211
1478_398629,0,0,0,0,0,1,1,20260225,20260307
1479_398630,0,0,0,0,0,1,1,20260308,20260613
1480_398631,0,0,0,0,0,1,1,20260614,20261212
1481_398632,1,1,1,1,1,0,0,20260615,20261211
1482_398633,1,1,1,1,1,0,0,20260225,20260306
1483_398634,1,1,1,1,1,0,0,20260309,20260612
148_397166,1,1,1,1,1,1,1,20260614,20261212
1484_398635,1,1,1,1,1,1,1,20260614,20261212
1485_398636,1,1,1,1,1,1,1,20260225,20260307
1486_398637,1,1,1,1,1,1,1,20260308,20260613
1487_398638,1,1,1,1,1,0,0,20260615,20261211
1488_398640,1,1,1,1,1,1,1,20260225,20260307
1489_398641,1,1,1,1,1,1,1,20260308,20260613
1490_398642,1,1,1,1,1,1,1,20260614,20261212
1491_398643,1,1,1,1,1,0,0,20260225,20260306
1492_398646,1,1,1,1,1,0,0,20260309,20260612
1493_398647,1,1,1,1,1,0,0,20260615,20261211
149_397167,1,1,1,1,1,1,1,20260225,20260307
1494_398648,1,1,1,1,1,0,0,20260225,20260306
1495_398649,1,1,1,1,1,0,0,20260309,20260612
1496_398650,1,1,1,1,1,1,1,20260308,20260613
1497_398651,1,1,1,1,1,1,1,20260225,20260307
1498_398652,1,1,1,1,1,1,1,20260614,20261212
1499_398653,1,1,1,1,1,1,1,20260225,20260613
1500_398654,1,1,1,1,1,1,1,20260614,20261212
1501_398655,1,1,1,1,1,1,1,20260225,20260307
1502_398656,1,1,1,1,1,1,1,20260308,20260613
1503_398657,1,1,1,1,1,1,1,20260614,20261212
150_397170,1,1,1,1,1,1,1,20260308,20260613
1504_398658,1,1,1,1,1,0,0,20260225,20261211
1505_398660,0,0,0,0,0,1,1,20260225,20260307
1506_398661,0,0,0,0,0,1,1,20260308,20260613
1507_398662,0,0,0,0,0,1,1,20260614,20261024
1508_398663,0,0,0,0,0,1,1,20261025,20261212
1509_398664,0,0,0,0,0,1,1,20260225,20260307
1510_398665,0,0,0,0,0,1,1,20260308,20260613
1511_398666,0,0,0,0,0,1,1,20260614,20261212
1512_398668,1,1,1,1,1,1,1,20260225,20260307
1513_398669,1,1,1,1,1,1,1,20260308,20260613
151_397171,1,1,1,1,1,1,1,20260614,20261212
1514_398670,1,1,1,1,1,1,1,20260614,20261212
1515_398671,1,1,1,1,1,1,1,20260225,20260307
1516_398672,1,1,1,1,1,1,1,20260308,20260613
1517_398673,1,1,1,1,1,1,1,20260313,20260316
1518_398674,1,1,1,1,1,1,1,20260614,20261212
1519_398675,1,1,1,1,1,1,1,20260614,20261212
1520_398676,1,1,1,1,1,1,1,20260614,20261212
1521_398677,1,1,1,1,1,1,1,20260614,20261212
1522_398678,1,1,1,1,1,1,1,20260614,20261212
1523_398679,1,1,1,1,1,1,1,20260614,20261212
152_397173,1,1,1,1,1,1,0,20260225,20260307
1524_398682,1,1,1,1,1,1,1,20260225,20260307
1525_398683,1,1,1,1,1,1,1,20260308,20260613
1526_398684,1,1,1,1,1,1,1,20260614,20261212
1527_398685,1,1,1,1,1,1,1,20260225,20260307
1528_398686,1,1,1,1,1,1,1,20260308,20260417
1529_398687,1,1,1,1,1,1,1,20260404,20260406
1530_398688,1,1,1,1,1,1,1,20260418,20260515
1531_398689,1,1,1,1,1,1,1,20260516,20260613
1532_398690,1,1,1,1,1,1,1,20260614,20261212
1533_398691,1,1,1,1,1,1,1,20260614,20261212
153_397178,0,0,0,0,0,0,1,20260225,20260301
1534_398692,1,1,1,1,1,0,0,20260225,20260306
1535_398693,1,1,1,1,1,0,0,20260309,20260612
1536_398694,1,1,1,1,1,0,0,20260615,20261023
1537_398695,1,1,1,1,1,0,0,20261026,20261211
1538_398696,1,1,1,1,1,0,0,20260225,20260306
1539_398697,1,1,1,1,1,0,0,20260309,20260612
15_397009,1,1,1,1,1,1,1,20260225,20260307
1540_398698,1,1,1,1,1,0,0,20260615,20261023
1541_398699,1,1,1,1,1,0,0,20261026,20261211
1542_398700,0,0,0,0,0,1,1,20260225,20260307
1543_398701,0,0,0,0,0,1,1,20260308,20260613
154_397179,0,0,0,0,0,0,1,20260308,20260607
1544_398702,0,0,0,0,0,1,1,20260614,20261024
1545_398703,0,0,0,0,0,1,1,20261025,20261212
1546_398704,1,1,1,1,1,1,1,20260225,20260307
1547_398705,1,1,1,1,1,1,1,20260308,20260613
1548_398706,1,1,1,1,1,1,1,20260614,20261212
1549_398707,1,1,1,1,1,0,0,20260225,20260306
1550_398708,1,1,1,1,1,0,0,20260309,20260612
1551_398709,1,1,1,1,1,0,0,20260615,20261211
1552_398711,1,1,1,1,1,0,0,20260225,20260306
1553_398712,0,0,0,0,0,1,1,20260225,20260307
155_397180,1,1,1,1,1,1,0,20260309,20260613
1554_398713,0,0,0,0,0,1,1,20260308,20260613
1555_398714,1,1,1,1,1,0,0,20260309,20260612
1556_398715,0,0,0,0,0,1,1,20260614,20261212
1557_398716,1,1,1,1,1,0,0,20260615,20261211
1558_398717,1,1,1,1,1,1,1,20260225,20260307
1559_398718,1,1,1,1,1,1,1,20260308,20260613
1560_398719,1,1,1,1,1,1,1,20260614,20261212
1561_398720,1,1,1,1,1,1,1,20260225,20260307
1562_398721,1,1,1,1,1,1,1,20260308,20260613
1563_398722,1,1,1,1,1,1,1,20260614,20261212
156_397181,0,0,0,0,0,0,1,20260614,20261206
1564_398725,1,1,1,1,1,0,0,20260225,20260306
1565_398726,0,0,0,0,0,1,1,20260225,20260307
1566_398727,1,1,1,1,1,1,1,20260308,20260613
1567_398728,1,1,1,1,1,1,1,20260509,20260510
1568_398729,1,1,1,1,1,1,1,20260614,20261212
1569_398730,0,0,0,0,0,1,0,20260620,20260829
1570_398733,1,1,1,1,1,1,1,20260225,20260307
1571_398734,1,1,1,1,1,1,1,20260308,20260613
1572_398735,1,1,1,1,1,1,1,20260614,20261212
1573_398737,1,1,1,1,1,1,1,20260225,20260307
157_397182,1,1,1,1,1,1,0,20260615,20261212
1574_398738,1,1,1,1,1,1,1,20260308,20260515
1575_398739,1,1,1,1,1,1,1,20260516,20260613
1576_398740,1,1,1,1,1,1,1,20260614,20261212
1577_398741,1,1,1,1,1,1,1,20260225,20260307
1578_398742,1,1,1,1,1,1,1,20260308,20260406
1579_398743,1,1,1,1,1,1,1,20260407,20260418
1580_398744,1,1,1,1,1,1,1,20260419,20260613
1581_398745,1,1,1,1,1,1,1,20260614,20261212
1582_398746,0,0,0,0,0,1,1,20260225,20260307
1583_398747,0,0,0,0,0,1,1,20260308,20260406
158_397183,1,1,1,1,1,1,1,20260225,20260307
1584_398748,1,1,1,1,1,1,1,20260411,20260412
1585_398749,0,0,0,0,0,1,1,20260418,20260613
1586_398750,0,0,0,0,0,1,1,20260614,20261212
1587_398752,1,1,1,1,1,1,1,20260225,20260307
1588_398753,1,1,1,1,1,1,1,20260308,20260613
1589_398754,1,1,1,1,1,1,1,20260407,20260412
1590_398755,1,1,1,1,1,1,1,20260614,20261212
1591_398757,1,1,1,1,1,1,1,20260225,20260307
1592_398758,1,1,1,1,1,1,1,20260308,20260406
1593_398759,1,1,1,1,1,1,1,20260407,20260417
159_397186,1,1,1,1,1,1,1,20260308,20260613
1594_398760,1,1,1,1,1,1,1,20260418,20260503
1595_398761,1,1,1,1,1,1,1,20260504,20260514
1596_398762,1,1,1,1,1,1,1,20260515,20260613
1597_398763,1,1,1,1,1,1,1,20260518,20260520
1598_398764,1,1,1,1,1,1,1,20260614,20261212
1599_398767,1,1,1,1,1,1,1,20260225,20260307
1600_398768,1,1,1,1,1,1,1,20260308,20260406
1601_398769,1,1,1,1,1,1,1,20260407,20260417
1602_398770,1,1,1,1,1,1,1,20260418,20260613
1603_398771,1,1,1,1,1,1,1,20260614,20261212
160_397187,1,1,1,1,1,1,1,20260614,20261212
1604_398774,1,1,1,1,1,0,0,20260225,20260306
1605_398775,0,0,0,0,0,1,1,20260225,20260307
1606_398776,0,0,0,0,0,1,1,20260308,20260406
1607_398777,1,1,1,1,1,0,0,20260309,20260403
1608_398778,1,1,1,1,1,0,0,20260407,20260417
1609_398779,1,1,1,1,1,1,1,20260411,20260412
1610_398780,0,0,0,0,0,1,1,20260418,20260613
1611_398781,1,1,1,1,1,0,0,20260420,20260612
1612_398782,0,0,0,0,0,1,1,20260614,20261212
1613_398783,1,1,1,1,1,0,0,20260615,20261211
161_397188,1,1,1,1,1,1,1,20260225,20260307
1614_398784,1,1,1,1,1,1,1,20260225,20260307
1615_398785,1,1,1,1,1,1,1,20260308,20260613
1616_398786,1,1,1,1,1,1,1,20260614,20261212
1617_398790,1,1,1,1,1,1,1,20260225,20260307
1618_398792,1,1,1,1,1,1,1,20260308,20260613
1619_398793,1,1,1,1,1,1,1,20260404,20260406
1620_398794,1,1,1,1,1,1,1,20260614,20261212
1621_398795,1,1,1,1,1,1,1,20260614,20261212
1622_398796,0,0,0,0,0,1,1,20260614,20261212
1623_398797,1,1,1,1,1,0,0,20260615,20261211
162_397191,1,1,1,1,1,1,1,20260308,20260613
1624_398798,1,1,1,1,1,1,1,20260613,20260613
1625_398799,1,1,1,1,1,1,1,20260614,20261212
1626_398800,1,1,1,1,1,1,1,20260225,20260307
1627_398801,1,1,1,1,1,1,1,20260308,20260321
1628_398802,1,1,1,1,1,1,1,20260322,20260613
1629_398803,1,1,1,1,1,1,1,20260614,20261212
1630_398804,1,1,1,1,1,1,1,20260225,20260307
1631_398805,1,1,1,1,1,1,1,20260308,20260613
1632_398806,1,1,1,1,1,1,1,20260614,20261212
1633_398807,0,0,0,0,0,1,1,20260418,20260613
163_397192,1,1,1,1,1,1,1,20260614,20261212
1634_398808,0,0,0,0,0,1,1,20260614,20260927
1635_398809,1,1,1,1,1,1,1,20260225,20260307
1636_398810,1,1,1,1,1,1,1,20260308,20260321
1637_398811,1,1,1,1,1,1,1,20260322,20260613
1638_398812,1,1,1,1,1,1,1,20260614,20261212
1639_398813,0,0,0,0,0,1,1,20260225,20260307
16_397010,1,1,1,1,1,1,1,20260308,20260613
1640_398814,1,1,1,1,1,0,0,20260225,20260306
1641_398815,0,0,0,0,0,1,1,20260308,20260524
1642_398816,1,1,1,1,1,0,0,20260309,20260526
1643_398817,1,1,1,1,1,0,0,20260527,20260609
164_397193,0,0,0,0,0,1,1,20260225,20260307
1644_398818,0,0,0,0,0,1,1,20260530,20260607
1645_398819,1,1,1,1,1,1,1,20260610,20260612
1646_398820,1,1,1,1,1,1,1,20260613,20260613
1647_398821,0,0,0,0,0,1,1,20260614,20261212
1648_398822,1,1,1,1,1,0,0,20260615,20261211
1649_398823,1,1,1,1,1,1,1,20260225,20260307
1650_398824,1,1,1,1,1,1,1,20260308,20260321
1651_398825,1,1,1,1,1,1,1,20260322,20260613
1652_398826,1,1,1,1,1,1,1,20260614,20261212
1653_398827,0,0,0,0,0,1,1,20260225,20260307
165_397194,1,1,1,1,1,0,0,20260225,20260306
1654_398828,1,1,1,1,1,0,0,20260225,20260306
1655_398830,0,0,0,0,0,1,1,20260308,20260613
1656_398831,1,1,1,1,1,0,0,20260309,20260612
1657_398832,0,0,0,0,0,1,1,20260614,20261212
1658_398833,1,1,1,1,1,0,0,20260615,20261211
1659_398836,1,1,1,1,1,0,0,20260225,20260306
1660_398837,1,1,1,1,1,1,1,20260309,20260310
1661_398838,1,1,1,1,1,0,0,20260311,20260317
1662_398839,1,1,1,1,1,0,0,20260318,20260612
1663_398840,1,1,1,1,1,0,0,20260615,20261211
166_397195,0,0,0,0,0,1,1,20260308,20260613
1664_398841,0,0,0,0,0,1,1,20260225,20260307
1665_398842,0,0,0,0,0,1,1,20260308,20260418
1666_398843,0,0,0,0,0,1,1,20260419,20260607
1667_398844,1,1,1,1,1,1,1,20260613,20260613
1668_398845,0,0,0,0,0,1,1,20260614,20261212
1669_398846,0,0,0,0,0,1,0,20260620,20260829
1670_398854,0,0,0,0,0,1,1,20260225,20260307
1671_398855,1,1,1,1,1,1,1,20260308,20260308
1672_398856,1,1,1,1,1,1,1,20260314,20260315
1673_398857,0,0,0,0,0,1,1,20260321,20260406
167_397196,1,1,1,1,1,0,0,20260309,20260612
1674_398858,0,0,0,0,0,1,1,20260411,20260510
1675_398859,0,0,0,0,0,1,1,20260516,20260524
1676_398860,0,0,0,0,0,1,1,20260530,20260613
1677_398861,0,0,0,0,0,1,1,20260614,20261212
1678_398864,0,0,0,0,0,1,1,20260225,20260307
1679_398865,0,0,0,0,0,1,1,20260308,20260406
1680_398866,0,0,0,0,0,1,1,20260411,20260426
1681_398867,0,0,0,0,0,1,1,20260501,20260510
1682_398868,0,0,0,0,0,1,1,20260516,20260524
1683_398869,0,0,0,0,0,1,1,20260530,20260613
168_397197,0,0,0,0,0,1,1,20260614,20261212
1684_398870,0,0,0,0,0,1,1,20260614,20261212
1685_398871,0,0,0,0,0,1,1,20260225,20260307
1686_398872,1,1,1,1,1,0,0,20260225,20260306
1687_398873,0,0,0,0,0,1,1,20260308,20260613
1688_398874,1,1,1,1,1,0,0,20260309,20260612
1689_398875,0,0,0,0,0,1,1,20260614,20261212
1690_398876,1,1,1,1,1,0,0,20260615,20261211
1691_398878,0,0,0,0,0,1,1,20260225,20260307
1692_398879,0,0,0,0,0,1,1,20260308,20260406
1693_398880,0,0,0,0,0,1,1,20260411,20260524
169_397198,1,1,1,1,1,0,0,20260615,20261211
1694_398881,0,0,0,0,0,1,1,20260530,20260613
1695_398882,0,0,0,0,0,1,1,20260614,20261212
1696_398883,1,1,1,1,1,0,0,20260225,20260306
1697_398884,1,1,1,1,1,0,0,20260309,20260612
1698_398885,1,1,1,1,1,0,0,20260615,20261211
1699_398887,1,1,1,1,1,1,1,20260225,20260307
1700_398888,1,1,1,1,1,1,1,20260308,20260406
1701_398889,1,1,1,1,1,0,0,20260407,20260527
1702_398890,0,0,0,0,0,1,1,20260411,20260524
1703_398891,1,1,1,1,1,0,0,20260528,20260612
170_397199,1,1,1,1,1,1,1,20260225,20260307
1704_398892,0,0,0,0,0,1,1,20260530,20260613
1705_398893,1,1,1,1,1,1,1,20260614,20261212
1706_398897,0,0,0,0,0,1,1,20260225,20260307
1707_398898,0,0,0,0,0,1,1,20260308,20260613
1708_398899,0,0,0,0,0,1,1,20260614,20261212
1709_398900,1,1,1,1,1,0,0,20260225,20260306
1710_398902,1,1,1,1,1,0,0,20260309,20260612
1711_398903,1,1,1,1,1,0,0,20260615,20261211
1712_398907,1,1,1,1,1,1,1,20260225,20260307
1713_398908,1,1,1,1,1,1,1,20260308,20260527
171_397200,1,1,1,1,1,1,1,20260308,20260613
1714_398909,1,1,1,1,1,1,1,20260528,20260613
1715_398910,1,1,1,1,1,1,1,20260614,20261212
1716_398914,0,0,0,0,0,1,1,20260225,20260307
1717_398915,0,0,0,0,0,1,1,20260308,20260406
1718_398916,0,0,0,0,0,1,1,20260411,20260524
1719_398917,0,0,0,0,0,1,1,20260530,20260613
1720_398918,0,0,0,0,0,1,1,20260614,20261212
1721_398919,0,0,0,0,0,1,1,20260225,20260307
1722_398920,1,1,1,1,1,0,0,20260225,20260306
1723_398921,0,0,0,0,0,1,1,20260308,20260613
172_397201,1,1,1,1,1,1,1,20260614,20261212
1724_398922,1,1,1,1,1,0,0,20260309,20260612
1725_398923,0,0,0,0,0,1,1,20260614,20261212
1726_398924,1,1,1,1,1,0,0,20260615,20261211
1727_398928,0,0,0,0,0,1,1,20260225,20260307
1728_398929,0,0,0,0,0,1,1,20260308,20260406
1729_398930,0,0,0,0,0,1,1,20260411,20260613
1730_398931,0,0,0,0,0,1,1,20260614,20261212
1731_398935,1,1,1,1,1,0,0,20260225,20260306
1732_398936,1,1,1,1,1,0,0,20260309,20260319
1733_398937,1,1,1,1,1,0,0,20260320,20260511
173_397202,1,1,1,1,1,1,1,20260225,20260307
1734_398938,1,1,1,1,1,0,0,20260512,20260526
1735_398939,1,1,1,1,1,0,0,20260527,20260612
1736_398940,1,1,1,1,1,0,0,20260615,20261211
1737_398941,1,1,1,1,1,0,0,20260225,20260306
1738_398942,1,1,1,1,1,0,0,20260309,20260612
1739_398943,1,1,1,1,1,0,0,20260615,20261211
17_397011,1,1,1,1,1,1,1,20260614,20261212
1740_398947,0,0,0,0,0,1,1,20260225,20260307
1741_398948,0,0,0,0,0,1,1,20260308,20260406
1742_398949,0,0,0,0,0,1,1,20260411,20260613
1743_398950,0,0,0,0,0,1,1,20260614,20261212
174_397205,1,1,1,1,1,1,1,20260308,20260613
1744_398951,1,1,1,1,1,0,0,20260225,20260306
1745_398952,1,1,1,1,1,0,0,20260309,20260612
1746_398953,1,1,1,1,1,0,0,20260615,20261211
1747_398954,0,0,0,0,0,1,1,20260225,20260307
1748_398955,0,0,0,0,0,1,1,20260308,20260613
1749_398956,0,0,0,0,0,1,1,20260614,20261212
1750_398960,1,1,1,1,1,1,1,20260225,20260307
1751_398961,1,1,1,1,1,1,1,20260308,20260406
1752_398962,1,1,1,1,1,1,1,20260407,20260613
1753_398963,1,1,1,1,1,1,1,20260614,20261212
175_397206,1,1,1,1,1,1,1,20260614,20261212
1754_398964,1,1,1,1,1,1,1,20260225,20260307
1755_398965,1,1,1,1,1,1,1,20260308,20260613
1756_398966,1,1,1,1,1,1,1,20260614,20261212
1757_398967,1,1,1,1,1,1,1,20260225,20260307
1758_398968,0,0,0,0,0,1,1,20260308,20260613
1759_398969,1,1,1,1,1,0,0,20260309,20260612
1760_398970,1,1,1,1,1,1,1,20260614,20261212
1761_398971,0,0,0,0,0,1,1,20260225,20260307
1762_398972,1,1,1,1,1,0,0,20260225,20260306
1763_398973,0,0,0,0,0,1,1,20260308,20260613
176_397207,1,1,1,1,1,1,1,20260225,20260307
1764_398974,1,1,1,1,1,0,0,20260309,20260612
1765_398975,0,0,0,0,0,1,1,20260614,20261212
1766_398976,1,1,1,1,1,0,0,20260615,20261211
1767_398977,0,0,0,0,0,1,1,20260225,20260307
1768_398978,1,1,1,1,1,0,0,20260225,20260306
1769_398979,0,0,0,0,0,1,1,20260308,20260613
1770_398980,1,1,1,1,1,0,0,20260309,20260612
1771_398981,0,0,0,0,0,1,1,20260614,20261212
1772_398982,1,1,1,1,1,0,0,20260615,20261211
1773_398983,1,1,1,1,1,1,1,20260225,20260307
177_397210,1,1,1,1,1,1,1,20260308,20260613
1774_398984,1,1,1,1,1,1,1,20260308,20260613
1775_398986,1,1,1,1,1,1,1,20260225,20260307
1776_398987,1,1,1,1,1,1,1,20260308,20260613
1777_398988,1,1,1,1,1,1,1,20260614,20261212
1778_398992,1,1,1,1,1,1,1,20260225,20260307
1779_398993,1,1,1,1,1,1,1,20260308,20260527
1780_398994,1,1,1,1,1,1,1,20260528,20260613
1781_398995,1,1,1,1,1,1,1,20260614,20261212
1782_398997,1,1,1,1,1,0,0,20260225,20260306
1783_398998,1,1,1,1,1,0,0,20260309,20260330
178_397211,1,1,1,1,1,1,1,20260614,20261212
1784_398999,1,1,1,1,1,0,0,20260331,20260612
1785_399000,1,1,1,1,1,0,0,20260615,20261211
1786_399004,1,1,1,1,1,1,1,20260225,20260307
1787_399005,1,1,1,1,1,1,1,20260308,20260528
1788_399006,1,1,1,1,1,1,1,20260529,20260613
1789_399007,1,1,1,1,1,1,1,20260614,20261212
1790_399008,1,1,1,1,1,0,0,20260225,20260306
1791_399009,1,1,1,1,1,0,0,20260309,20260612
1792_399010,1,1,1,1,1,0,0,20260615,20261211
1793_399014,1,1,1,1,1,0,0,20260225,20260306
179_397212,1,1,1,1,1,1,1,20260225,20260307
1794_399015,0,0,0,0,0,1,1,20260225,20260307
1795_399016,0,0,0,0,0,1,1,20260308,20260524
1796_399017,1,1,1,1,1,0,0,20260309,20260527
1797_399018,1,1,1,1,1,0,0,20260528,20260612
1798_399019,0,0,0,0,0,1,1,20260530,20260613
1799_399020,0,0,0,0,0,1,1,20260614,20261212
1800_399021,1,1,1,1,1,0,0,20260615,20261211
1801_399022,1,1,1,1,1,0,0,20260225,20260306
1802_399023,1,1,1,1,1,0,0,20260309,20260612
1803_399024,1,1,1,1,1,0,0,20260615,20261211
180_397213,1,1,1,1,1,1,1,20260308,20260613
1804_399025,1,1,1,1,1,1,1,20260225,20260307
1805_399029,1,1,1,1,1,1,1,20260308,20260612
1806_399030,1,1,1,1,1,1,1,20260528,20260528
1807_399031,1,1,1,1,1,1,1,20260613,20260613
1808_399032,1,1,1,1,1,1,1,20260614,20261212
1809_399033,1,1,1,1,1,0,0,20260225,20260306
1810_399034,1,1,1,1,1,0,0,20260309,20260612
1811_399035,1,1,1,1,1,0,0,20260615,20261211
1812_399039,1,1,1,1,1,1,1,20260225,20260307
1813_399040,1,1,1,1,1,1,1,20260308,20260407
181_397214,1,1,1,1,1,1,1,20260614,20261212
1814_399041,1,1,1,1,1,1,1,20260408,20260527
1815_399042,1,1,1,1,1,0,0,20260511,20260522
1816_399043,1,1,1,1,1,1,1,20260528,20260613
1817_399044,1,1,1,1,1,1,1,20260614,20261212
1818_399045,1,1,1,1,1,0,0,20260225,20260306
1819_399046,1,1,1,1,1,0,0,20260309,20260612
1820_399047,1,1,1,1,1,0,0,20260615,20261211
1821_399052,1,1,1,1,1,1,1,20260225,20260307
1822_399053,1,1,1,1,1,1,1,20260308,20260406
1823_399054,1,1,1,1,1,1,1,20260407,20260613
182_397215,1,1,1,1,1,1,1,20260225,20260307
1824_399055,1,1,1,1,1,1,1,20260614,20261212
1825_399059,1,1,1,1,1,0,0,20260225,20260306
1826_399060,1,1,1,1,1,0,0,20260309,20260612
1827_399061,1,1,1,1,1,0,0,20260615,20261211
1828_399065,1,1,1,1,1,1,1,20260225,20260307
1829_399067,1,1,1,1,1,1,1,20260308,20260406
1830_399068,1,1,1,1,1,1,1,20260407,20260527
1831_399069,1,1,1,1,1,1,1,20260528,20260613
1832_399070,1,1,1,1,1,1,1,20260614,20261212
1833_399075,1,1,1,1,1,0,0,20260225,20260306
183_397220,1,1,1,1,1,1,1,20260308,20260613
1834_399076,0,0,0,0,0,1,1,20260225,20260307
1835_399078,0,0,0,0,0,1,1,20260308,20260524
1836_399079,1,1,1,1,1,0,0,20260309,20260612
1837_399080,0,0,0,0,0,1,1,20260530,20260613
1838_399081,0,0,0,0,0,1,1,20260614,20261212
1839_399082,1,1,1,1,1,0,0,20260615,20261211
18_397012,1,1,1,1,1,1,1,20260225,20260613
1840_399088,1,1,1,1,1,0,0,20260225,20260306
1841_399089,0,0,0,0,0,1,1,20260225,20260307
1842_399090,0,0,0,0,0,1,1,20260308,20260524
1843_399091,1,1,1,1,1,0,0,20260309,20260527
184_397221,1,1,1,1,1,1,1,20260614,20261212
1844_399092,1,1,1,1,1,0,0,20260528,20260612
1845_399093,0,0,0,0,0,1,1,20260530,20260613
1846_399094,0,0,0,0,0,1,1,20260614,20261212
1847_399095,1,1,1,1,1,0,0,20260615,20261211
1848_399096,1,1,1,1,1,0,0,20260225,20260306
1849_399097,1,1,1,1,1,0,0,20260309,20260612
1850_399098,1,1,1,1,1,0,0,20260615,20261211
1851_399099,1,1,1,1,1,0,0,20260225,20260306
1852_399100,1,1,1,1,1,0,0,20260309,20260612
1853_399101,1,1,1,1,1,0,0,20260615,20261211
185_397222,0,0,0,0,0,0,1,20260225,20260301
1854_399107,1,1,1,1,1,0,0,20260225,20260306
1855_399108,0,0,0,0,0,1,1,20260225,20260307
1856_399109,0,0,0,0,0,1,1,20260308,20260406
1857_399110,1,1,1,1,1,0,0,20260309,20260403
1858_399111,1,1,1,1,1,0,0,20260407,20260527
1859_399112,0,0,0,0,0,1,1,20260411,20260524
1860_399113,1,1,1,1,1,0,0,20260528,20260611
1861_399114,0,0,0,0,0,1,1,20260530,20260613
1862_399115,1,1,1,1,1,1,1,20260612,20260612
1863_399116,0,0,0,0,0,1,1,20260614,20261212
186_397223,1,1,1,1,1,1,0,20260225,20260307
1864_399117,1,1,1,1,1,0,0,20260615,20261211
1865_399121,1,1,1,1,1,0,0,20260225,20260306
1866_399122,0,0,0,0,0,1,1,20260225,20260307
1867_399123,0,0,0,0,0,1,1,20260308,20260607
1868_399124,1,1,1,1,1,0,0,20260309,20260611
1869_399125,1,1,1,1,1,1,1,20260612,20260612
1870_399126,1,1,1,1,1,1,1,20260613,20260613
1871_399127,0,0,0,0,0,1,1,20260614,20261212
1872_399128,1,1,1,1,1,0,0,20260615,20261211
1873_399134,1,1,1,1,1,0,0,20260225,20260306
187_397224,0,0,0,0,0,0,1,20260308,20260607
1874_399135,0,0,0,0,0,1,1,20260225,20260307
1875_399136,0,0,0,0,0,1,1,20260308,20260406
1876_399137,1,1,1,1,1,0,0,20260309,20260403
1877_399138,1,1,1,1,1,0,0,20260407,20260612
1878_399139,0,0,0,0,0,1,1,20260411,20260613
1879_399140,0,0,0,0,0,1,1,20260614,20261212
1880_399141,1,1,1,1,1,0,0,20260615,20261211
1881_399142,1,1,1,1,1,0,0,20260225,20260306
1882_399143,1,1,1,1,1,0,0,20260309,20260612
1883_399144,1,1,1,1,1,0,0,20260615,20261211
188_397225,1,1,1,1,1,1,0,20260309,20260613
1884_399148,1,1,1,1,1,1,1,20260225,20260307
1885_399149,1,1,1,1,1,1,1,20260308,20260406
1886_399150,1,1,1,1,1,1,1,20260407,20260613
1887_399151,1,1,1,1,1,1,1,20260614,20261212
1888_399152,1,1,1,1,1,1,1,20260225,20260307
1889_399153,1,1,1,1,1,1,1,20260308,20260407
1890_399154,1,1,1,1,1,1,1,20260408,20260613
1891_399155,1,1,1,1,1,1,1,20260614,20261212
1892_399157,1,1,1,1,1,1,1,20260225,20260307
1893_399158,1,1,1,1,1,1,1,20260308,20260309
189_397226,0,0,0,0,0,0,1,20260614,20261206
1894_399159,1,1,1,1,1,1,1,20260310,20260320
1895_399160,1,1,1,1,1,1,1,20260321,20260406
1896_399161,1,1,1,1,1,1,1,20260407,20260512
1897_399162,1,1,1,1,1,1,1,20260513,20260526
